Name,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,AccountNumber,CurrencyIsoCode,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,twodcms__Active__c,twodcms__Primary_Email_Id__c,Nvt_DSM__c,Nvt_External_Id__c,Nvt_Region__c,Nvt_Warranty_Dealer_Type__c
Gregory Poole Equipment,,805 Curtis Saunders Court,Chesapeake,VA,23321,US,805 Curtis Saunders Court,Chesapeake,VA,23321,US,757-485-9800,HYSGP7,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSGP7,Eastern,Truck Dealer
"Grimmway Farms - Shafter, CA",,6301 Zerker Rd.,Shafter,CA,93263,US,6301 Zerker Rd.,Shafter,CA,93263,US,,GRIMM-01,USD,C&I,Customer,Active,dummy@tavant.com,,GRIMM-01,Western,
"Grimmway Farms - Arvine, CA",,11412 Malaga Rd.,arvine,CA,93203,US,11412 Malaga Rd.,Arvine,CA,93203,US,,GRIMMWAY,USD,C&I,Customer,Active,dummy@tavant.com,,GRIMMWAY,Western,
Hampton Inn - HAMPINN,,1337 South Beckman Rd.,Lodi,CA,95240,US,1337 South Beckman Rd.,Lodi,CA,95240,US,,HAMPINN,USD,C&I,OEM,No,dummy@tavant.com,,HAMPINN,Western,
"Hampton Inn - Marshalltown, IA - NAV-EMIA",,20 West Iowa Ave.,Marshalltown,IA,50158,US,20 West Iowa Ave.,Marshalltown,IA,50158,US,,NAV-EMIA,USD,C&I,Customer,No,dummy@tavant.com,,NAV-EMIA,Midwest,
"Hershey - Annville, PA",,457 KILLINGER ROAD,ANNVILLE,PA,17003,US,457 KILLINGER ROAD,ANNVILLE,PA,17003,US,717-350-5685,HERSH-PA,USD,C&I,Customer,Active,dummy@tavant.com,,HERSH-PA,Eastern,
"Hershey Company - Brantford, ON",,140 OAK PARK ROAD OAK PARK DC,Brantford,ON,N3T 5L8,CA,140 Oak Park Rd,Brantford,ON,N3T 5L8,CA,523-331-118337,HERSH-CA,USD,C&I,Customer,Active,dummy@tavant.com,,HERSH-CA,Midwest,
HOLIDAY INN ROTHSCHILD - HOLI-WIS,,1000 imperial Ave,Rothschild,WI,54474,US,1000 imperial Ave,Rothschild,WI,54474,US,,HOLI-WIS,USD,C&I,OEM,No,dummy@tavant.com,,HOLI-WIS,Midwest,
"Hugg and Hall - Broussard, LA",,1042 Petroleum Parkway,Broussard,LA,70518,US,1042 Petroleum Parkway,Broussard,LA,70518,US,,HUGGHALL,USD,C&I,Customer,Active,dummy@tavant.com,,HUGGHALL,Southern,
HULL TOYOTA LIFT,,3830 CONCEPT COURT,FORT WAYNE,IN,46808,US,3830 CONCEPT COURT,FORT WAYNE,IN,46808,US,,470-HULL,USD,C&I,Dealer,Active,dummy@tavant.com,,470-HULL,Midwest,Truck Dealer
Hyster-Yale Group,,"4000 NE Blue Lake Road Attn: Ben Johnson, John Santia Greg Moffat",Fairview,OR,97024,US,"4000 NE Blue Lake Road Attn: Ben Johnson, John Santia Greg Moffat",Fairview,OR,97024,US,770-548-7743,HYS01,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS01,Western,Truck Dealer
Hyster-Yale Group,,5200 Martin Luther King Jr,Greenville,NC,27834,US,5200 Martin Luther King Jr,Greenville,NC,27834,US,,HYS05,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS05,Southern,Truck Dealer
Hyster-Yale Group,,P.O. Box 7006 1400 Sullivan Dr.,Greenville,NC,27834,US,P.O. Box 7006 1400 Sullivan Dr.,Greenville,NC,27834,US,,HYS08,USD,C&I,OEM,Active,dummy@tavant.com,,HYS08,Southern,
Hyster-Yale Group,,1010 East Fairchild Street Attn: Parts Services,Danville,IL,61832,US,1010 East Fairchild Street Attn: Parts Services,Danville,IL,61832,US,252-561-7014,HYS08-AM,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS08-AM,Midwest,Truck Dealer
Hyster-Yale Group,,440 E. Westinghouse Blvd.,Charlotte,NC,28273,US,440 E. Westinghouse Blvd.,Charlotte,NC,28273,US,,HYS-ECNC,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ECNC,Southern,Truck Dealer
Hyster-Yale Group,,P.O. Box 12001,Greenville,NC,27835-2001,US,P.O. Box 12001,Greenville,NC,27835-2001,US,,HYS-TPC,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-TPC,Southern,Truck Dealer
HyTek Material Handling,,2222 Rickenbacker Parkway W,Columbus,OH,43217,US,2222 Rickenbacker Parkway W,Columbus,OH,43217,US,614-497-2500,HYS-HYT1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-HYT1,Midwest,Truck Dealer
IDAHO MATERIAL HANDLING,,4800 N Yellowstone,Idaho Falls,ID,83401,US,4800 N Yellowstone,Idaho Falls,ID,83401,US,,ABS-ID01,USD,C&I,Dealer,Active,dummy@tavant.com,,ABS-ID01,Western,Truck Dealer
"Industrial Battery of Pittsburgh - West Elizabeth, PA",,120 Lower First St.,West Elizabeth,PA,15088,US,120 Lower First St.,West Elizabeth,PA,15088,US,,416,USD,C&I,Dealer,Active,dummy@tavant.com,,416,Eastern,Battery Dealer
"Industrial Battery Products - Eagan, MN",,915 Blue Gentian Rd. Ste 700,Eagan,MN,55121,US,915 Blue Gentian Rd. Ste 700,Eagan,MN,55121,US,,407,USD,C&I,Dealer,Active,dummy@tavant.com,,407,Midwest,Battery Dealer
"Industrial Battery Products - Des Moines, IA",,"6371 N.E. 14th Street, BLDG #2",Des Moines,IA,50313,US,"6371 N.E. 14th Street, BLDG #2",Des Moines,IA,50313,US,,417,USD,C&I,Dealer,Active,dummy@tavant.com,,417,Midwest,Battery Dealer
"Industrial Battery Products - Bollingbrook, IL",,640 Remington Blvd Suite D,Bollingbrook,IL,60440,US,640 Remington Blvd Suite D,Bollingbrook,IL,60440,US,,477,USD,C&I,Dealer,Active,dummy@tavant.com,,477,Midwest,Battery Dealer
"Industrial Battery Products - La Vista, NE",,12115 Centennial Rd.,La Vista,NE,68138,US,12115 Centennial Rd.,La Vista,NE,68138,US,,491,USD,C&I,Dealer,Active,dummy@tavant.com,,491,Midwest,Battery Dealer
"Industrial Battery Products - Creve Coeur, MO",,1250 Ambassador Blvd.,Saint Louis,MO,63132,US,1250 Ambassador Blvd.,Saint Louis,MO,63132,US,,494,USD,C&I,Dealer,Active,dummy@tavant.com,,494,Midwest,Battery Dealer
"Industrial Battery Products - Shawnee, KS",,5360 Merriam Dr.,Shawnee,KS,66203,US,5360 Merriam Dr.,Shawnee,KS,66203,US,,498,USD,C&I,Dealer,Active,dummy@tavant.com,,498,Midwest,Battery Dealer
"Industrial Battery Products - Hastings, MN",,624 Spiral Blvd.,Hastings,MN,55033,US,624 Spiral Blvd.,Hastings,MN,55033,US,,494-MSP,USD,C&I,Dealer,Active,dummy@tavant.com,,494-MSP,Midwest,Battery Dealer
"International Paper - Hazelton, PA",,533 FORREST ROAD,HAZELTON,PA,18202,US,533 FORREST ROAD,HAZELTON,PA,18202,US,570-384-0279,IPAPER01,USD,C&I,Customer,Active,dummy@tavant.com,,IPAPER01,Eastern,
"Ish Moore Inc - Fort Mill, SC",,2901 Lakemont Blvd.,Fort Mill,SC,29708,US,2901 Lakemont Blvd.,Fort Mill,SC,29708,US,,483-ISHM,USD,C&I,Customer,Active,dummy@tavant.com,,483-ISHM,Southern,
JBT Corp. | Automated Systems,,400 Highpoint Dr.,Chalfont,PA,18914,US,400 Highpoint Dr.,Chalfont,PA,18914,US,,HYS06,USD,C&I,Customer,Active,dummy@tavant.com,,HYS06,Eastern,
Jefferds Corporation,,2070 Winfield Road,St Albans,WV,25177,US,2070 Winfield Road,St Albans,WV,25177,US,304-204-3155,TOY-JEF1,USD,C&I,Dealer,Active,dummy@tavant.com,,TOY-JEF1,Eastern,Truck Dealer
"Johnson Battery Company - Zebulon, GA",,6487 US Highway Avenue,Zebulon,GA,30295,US,6487 US-19 Highway Avenue,Zebulon,GA,30295,US,,404,USD,C&I,Dealer,Active,dummy@tavant.com,,404,Southern,Battery Dealer
"Johnson Battery Company - Lakeland, FL",,4300 S Frontage Rd.,Lakeland,FL,33815,US,4300 S Frontage Rd.,Lakeland,FL,33815,US,,404-A,USD,C&I,Dealer,Active,dummy@tavant.com,,404-A,Southern,Battery Dealer
"Johnson Battery Company - Jacksonville, FL",,6973 Highway Ave.,Jacksonville,FL,32254,US,6973 Highway Ave.,Jacksonville,FL,32254,US,,404-B,USD,C&I,Dealer,Active,dummy@tavant.com,,404-B,Southern,Battery Dealer
"Johnson Battery Company - Birmingham, AL",,5520 Eastcliff Indust Blvd.,Birmingham,AL,35210,US,5520 Eastcliff Indust Blvd.,Birmingham,AL,35210,US,,404-C,USD,C&I,Dealer,Active,dummy@tavant.com,,404-C,Southern,Battery Dealer
"Johnson Battery Company - Jacksonville, FL",,1650-302 MARGARET ST. BOX 429,JACKSONVILLE,FL,32204,US,1650-302 MARGARET ST. BOX 429,JACKSONVILLE,FL,32204,US,,404-D,USD,C&I,Dealer,Active,dummy@tavant.com,,404-D,Southern,Battery Dealer
Joni Brown - NAV-JB,,23487 N 77th Place,Scottsdale,AZ,85255,US,23487 N 77th Place,Scottsdale,AZ,85255,US,,NAV-JB,USD,C&I,OEM,No,dummy@tavant.com,,NAV-JB,Western,
"JR Simplot - Caldwell, ID",,16733 SIMPLOT BLVD,CALDWELL,ID,83607,US,16733 SIMPLOT BLVD,CALDWELL,ID,83607,US,,HYS-SIM2,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-SIM2,Western,
"JR Simplot - Grand Forks, ND",,3630 GATEWAY DRIVE,GRAND FORKS,ND,58203,US,3630 GATEWAY DRIVE,GRAND FORKS,ND,58203,US,,HYS-SIM1,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-SIM1,Midwest,
Kevin Minnifee - NAV-KM2,,5133 Flynn Pkwy,Corpus Christi,TX,78411,US,5133 Flynn Pkwy,Corpus Christi,TX,78411,US,,NAV-KM2,USD,C&I,OEM,No,dummy@tavant.com,,NAV-KM2,Southern,
Kevin Minnifee - NAV-KM3,,235 West Capitol Street,Jackson,MS,39201,US,235 West Capitol Street,Jackson,MS,39201,US,,NAV-KM3,USD,C&I,OEM,No,dummy@tavant.com,,NAV-KM3,Southern,
Kevin Minnifee - NAV-KM6,,23523 NorthGate Crossing Blvd.,Spring,TX,77373,US,23523 NorthGate Crossing Blvd.,Spring,TX,77373,US,,NAV-KM6,USD,C&I,OEM,No,dummy@tavant.com,,NAV-KM6,Southern,
Kevin Minnifee - NAV-KM7,,Holiday inn 4333 Collins Ave,Miami Beach,FL,33140,US,Holiday inn 4333 Collins Ave,Miami Beach,FL,33140,US,,NAV-KM7,USD,C&I,OEM,No,dummy@tavant.com,,NAV-KM7,Southern,
"Kimberly Clark - Jenks, OK",,13219 Kimberly Clark Place,Jenks,OK,74037,US,13219 Kimberly Clark Place,Jenks,OK,74037,US,918-528-8556,KCC-OK,USD,C&I,Customer,Active,dummy@tavant.com,,KCC-OK,Southern,
"Kimberly Clark - Ogden, UT",,2010 N Rulon White Blvd,Ogden,UT,84404,US,2010 N Rulon White Blvd,Ogden,UT,84404,US,801-786-2388,KCC-UT,USD,C&I,Customer,Active,dummy@tavant.com,,KCC-UT,Western,
"KION North America - Summerville, SC",,2450 WEST 5TH STREET,SUMMERVILLE,SC,29483,US,2450 WEST 5TH STREET,SUMMERVILLE,SC,29483,US,843-875-8430,KIONNA01,USD,C&I,Customer,Active,dummy@tavant.com,,KIONNA01,Southern,
"Kohler - Huntsville, AL 1",,176 COCHRAN RD SW,HUNTSVILLE,AL,35824,US,176 COCHRAN RD SW,HUNTSVILLE,AL,35824,US,,490-KOH,USD,C&I,Customer,Active,dummy@tavant.com,,490-KOH,Southern,
"Kohler - Huntsville, AL 2",,3454 Wall Triana Hwy,HUNTSVILLE,AL,35824,US,3454 Wall Triana Hwy,HUNTSVILLE,AL,35824,US,,490-KOH2,USD,C&I,Customer,Active,dummy@tavant.com,,490-KOH2,Southern,
"Kroger - Compton, CA",,1100 W. Artesia Blvd.,COMPTON,CA,90220,US,1100 W. Artesia Blvd.,COMPTON,CA,90220,US,513-762-4308,KRO-CA,USD,C&I,Customer,Active,dummy@tavant.com,,KRO-CA,Western,
LEAR CORPORATION,,10161 N ROSCOMMOND ROAD,ROSCOMMON,MI,48653,US,10161 N ROSCOMMOND ROAD,ROSCOMMON,MI,48653,US,,HYS-LEAR,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-LEAR,Midwest,
"Legacy Supply Chain - Ontario, CA",,1000 South Cucamonga Avenue Attn: Darryl Hoag,Ontario,CA,91761,US,1000 South Cucamonga Avenue Attn: Darryl Hoag,Ontario,CA,alt,US,503-721-6104,HYS02,USD,C&I,Customer,Active,dummy@tavant.com,,HYS02,Western,
"Legacy Supply Chain - Oswego, IL",,2000 Wiesbrook Drive,Oswego,IL,60543,US,2000 Wiesbrook Drive,Oswego,IL,60543,US,,ALT-LEG,USD,C&I,Customer,Active,dummy@tavant.com,,ALT-LEG,Midwest,
Lift INC,,7064 CARLISLE PIKE,CARLISLE,PA,17015,US,7064 CARLISLE PIKE,CARLISLE,PA,17015,US,,LIF02,USD,C&I,Dealer,Active,dummy@tavant.com,,LIF02,Eastern,Truck Dealer
Lift Inc,,3745 Hempland Road,Mountville,PA,17554,US,3745 Hempland Road,Mountville,PA,17554,US,717-903-6148,LIFTINC,USD,C&I,Dealer,Active,dummy@tavant.com,,LIFTINC,Eastern,Truck Dealer
Liftech Equipment Cos Inc,,6847 Ellicott Drive,East Syracuse,NY,13057,US,6847 Ellicott Drive,East Syracuse,NY,13057,US,315-463-7333,HYSLIF1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSLIF1,Eastern,Truck Dealer
LIFTONE,,679 INDUSTRIAL PARK DRIVE,EVANS,GA,30907,US,679 INDUSTRIAL PARK DRIVE,EVANS,GA,30907,US,360-598-2819,HYSLIFT1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSLIFT1,Southern,Truck Dealer
LiftOne,,299A Garlington Road,Greenville,SC,29615,US,299A Garlington Road,Greenville,SC,29615,US,864-297-5755,HYSLO1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSLO1,Southern,Truck Dealer
LiftOne,,546 West Scott Avenue,Knoxville,TN,37921,US,546 West Scott Avenue,Knoxville,TN,37921,US,865-637-6161,HYSLO13,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSLO13,Southern,Truck Dealer
LiftOne,,413 Gallimore Dairy Road,Greensboro,NC,27409,US,413 Gallimore Dairy Road,Greensboro,NC,27409,US,336-668-2701,HYS-LO14,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-LO14,Southern,Truck Dealer
LiftOne,,40 Interstte Blvd,Asheville,NC,28806,US,40 Interstte Blvd,Asheville,NC,28806,US,828-251-2500,HYS-LO2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-LO2,Southern,Truck Dealer
LiftOne,,1520 Pineview Road,Columbia,SC,29209,US,1520 Pineview Road,Columbia,SC,29209,US,803-683-6985,HYS-LO21,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-LO21,Southern,Truck Dealer
LiftOne,,440 E. Westinghouse Blvd.,Charlotte,NC,28273,US,440 E. Westinghouse Blvd.,Charlotte,NC,28273,US,,LIF01,USD,C&I,Dealer,Active,dummy@tavant.com,,LIF01,Southern,Truck Dealer
Liftone,,39 Interstate Blvd,Asheville,NC,28806,US,39 Interstate Blvd,Asheville,NC,28806,US,828-251-2500,YALLON3,USD,C&I,Dealer,Active,dummy@tavant.com,,YALLON3,Southern,Truck Dealer
"Lineage - Twin Falls, ID",,432 S PARK AVE W,TWIN FALLS,ID,83301,US,432 S PARK AVE W,TWIN FALLS,ID,83301,US,701-738-2693,425HENID,USD,C&I,Customer,Active,dummy@tavant.com,,425HENID,Western,
"Lineage - Salem, OR",,4301 Henningsen Court SE,Salem,OR,97317,US,4301 Henningsen Court SE,Salem,OR,97317,US,503-485-0725,HENN-02,USD,C&I,Customer,Active,dummy@tavant.com,,HENN-02,Western,
"Lineage - Portland, OR",,19450 NE San Rafael St.,Portland,OR,97230,US,19450 NE San Rafael St.,Portland,OR,97230,US,,HENN-03,USD,C&I,Customer,Active,dummy@tavant.com,,HENN-03,Western,
"Lineage - Hillsboro, OR",,7965 NE CHERRY DRIVE,HILLSBORO,OR,97124,US,7965 NE CHERRY DRIVE,HILLSBORO,OR,97124,US,503-709-8591,HENNCS01,USD,C&I,Customer,Active,dummy@tavant.com,,HENNCS01,Western,
"Lineage - Salem, OR",,2320 Madrona Ave. SE,Salem,OR,97302,US,2320 Madrona Ave. SE,Salem,OR,97302,US,,LINE-01,USD,C&I,Customer,Active,dummy@tavant.com,,LINE-01,Western,
"Mack Truck / Volvo - Alburtis, PA",,3041 SCHOENECK ROAD,Macungie,PA,18062,US,3041 SCHOENECK ROAD,ALBURTIS,PA,18062,US,610-966-8838,ELT_VOL2,USD,C&I,Customer,Active,dummy@tavant.com,,ELT_VOL2,Eastern,
"Mack Truck / Volvo - Macungie, PA",,7000 Alburtis Road,Macungie,PA,18062,US,7000 Alburtis Road,Macungie,PA,18062,US,610-966-8838,ELT_VOLV,USD,C&I,Customer,Active,dummy@tavant.com,,ELT_VOLV,Eastern,
MACYS FULLFILLMENT CENTER,,7120 E 76TH STREET NORTH,Owasso,OK,74055,US,7120 E 76TH STREET NORTH,Owasso,OK,74055,US,(918) 401-2815,HYS-MACY,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-MACY,Southern,
MADLAND TOYOTA,,501 NORTH ELEVAR,OXNARD,CA,93030,US,501 NORTH ELEVAR,OXNARD,CA,93030,US,805-485-7778,MAD-TOY1,USD,C&I,Dealer,Active,dummy@tavant.com,,MAD-TOY1,Western,Truck Dealer
MADLAND TOYOTA,,4485 BUCK OWENS BLVD,BAKERSFIELD,CA,93308,US,4485 BUCK OWENS BLVD,BAKERSFIELD,CA,93308,US,661-393-2491,MAD-TOY2,USD,C&I,Dealer,Active,dummy@tavant.com,,MAD-TOY2,Western,Truck Dealer
MADLAND TOYOTA,,786 Road #188,Delano,CA,93215,US,786 Road #188,Delano,CA,93215,US,805-485-7778,MAD-TOY3,USD,C&I,Dealer,Active,dummy@tavant.com,,MAD-TOY3,Western,Truck Dealer
"Magna - BG Metal Forming - Bowling Green, KY",,111 COSMA DRIVE,BOWLING GREEN,KY,42101,US,111 COSMA DRIVE,BOWLING GREEN,KY,42101,US,,HYS-BGMA,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-BGMA,Midwest,
"Magna Seating - Highland Park, MI",,12800 Oakland Park Blvd,Highland Park,MI,48203,US,12800 Oakland Park Blvd,Highland Park,MI,48203,US,,MAGNADET,USD,C&I,Customer,Active,dummy@tavant.com,,MAGNADET,Midwest,
"Magna Seating - Moore, SC",,3052 MOORE DUNCAN HWY,MOORE,SC,29369,US,3052 MOORE DUNCAN HWY,MOORE,SC,29369,US,,CMH-MAGN,USD,C&I,Customer,Active,dummy@tavant.com,,CMH-MAGN,Southern,
"Maintainco - S Hackensack, NJ",,65 E LUENING STREET,S HACKENSACK,NJ,7606,US,65 E LUENING STREET,S HACKENSACK,NJ,7606,US,718-292-9300,469-MAIN,USD,C&I,Customer,Active,dummy@tavant.com,,469-MAIN,Eastern,
MALIN,,15870 Midway Rd,Addison,TX,75001,US,15870 Midway Rd,Addison,TX,75001,US,972-458-2680,MALIN,USD,C&I,Dealer,Active,dummy@tavant.com,,MALIN,Southern,Truck Dealer
MALIN,,PO BOX 797,Addison,TX,75001,US,PO BOX 797,Addison,TX,75001,US,972-458-2680,MALIN-BT,USD,C&I,Dealer,Active,dummy@tavant.com,,MALIN-BT,Southern,Truck Dealer
MALIN,,6085 CORRIDOR PARKWAY SUITE 100,SCHERTZ,TX,78154,US,6085 CORRIDOR PARKWAY SUITE 100,SCHERTZ,TX,78154,US,972-458-2680,MALIN-TX,USD,C&I,Dealer,Active,dummy@tavant.com,,MALIN-TX,Southern,Truck Dealer
MALIN MLC,,4770 MERCANTILE DRIVE SUITE 180,FORT WORTH,TX,76137,US,4770 MERCANTILE DRIVE SUITE 180,FORT WORTH,TX,76137,US,,467-MAL,USD,C&I,Dealer,Active,dummy@tavant.com,,467-MAL,Southern,Truck Dealer
"Manhattan Beer - Bronx, NY",,955 EAST 149TH STREET,BRONX,NY,10455,US,955 EAST 149TH STREET,BRONX,NY,10455,US,718-292-9300,469-MB,USD,C&I,Customer,Active,dummy@tavant.com,,469-MB,Eastern,
"Manhattan Beer - Brooklyn, NY",,2 Atlantic Ave. Pier 7,Brooklyn,NY,11201,US,2 Atlantic Ave. Pier 7,Brooklyn,NY,11201,US,,470-MB,USD,C&I,Customer,Active,dummy@tavant.com,,470-MB,Eastern,
"Manhattan Beer - Ridgewood, NY",,47-47 Metropolitan Ave,Ridgewood,NY,11385,US,47-47 Metropolitan Ave,Ridgewood,NY,11385,US,631-297-4475,470-MB02,USD,C&I,Customer,Active,dummy@tavant.com,,470-MB02,Eastern,
"Manhattan Beer - Wyandanch, NY",,401 Acorn Street,Wyandanch,NY,11798,US,401 Acorn Street,Wyandanch,NY,11798,US,631-297-4475,470-MB03,USD,C&I,Customer,Active,dummy@tavant.com,,470-MB03,Eastern,
"McCall Handling, Inc.",,8801 Wise Avenue Suite 200,Baltimore,MD,21222,US,8801 Wise Avenue Suite 200,Baltimore,MD,21222,US,410-388-2600,HYS-MCC2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-MCC2,Eastern,Truck Dealer
"McCall Handling, Inc.",,10314 Partnership Court,Williamsport,MD,21795,US,10314 Partnership Court,Williamsport,MD,21795,US,301-223-1555,HYSMCH1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMCH1,Eastern,Truck Dealer
Medley Material Handling,,6920 Gruber Ave NE,Albuquerque,NM,87109,US,6920 Gruber Ave NE,Albuquerque,NM,87109,US,505-888-4130,HYSMED2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMED2,Western,Truck Dealer
Medley Material Handling,,7231 Brogan Ave,El Paso,TX,79915,US,7231 Brogan Ave,El Paso,TX,79915,US,915-598-0808,HYSMED5,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMED5,Southern,Truck Dealer
Medley Material Handling,,6021 Avenue A,Lubbock,TX,79404,US,6021 Avenue A,Lubbock,TX,79404,US,806-319-9779,HYSMED6,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMED6,Southern,Truck Dealer
MH  Equipment Co St Louis,,13475 Lake Front Drive,Earth City,MO,63045,US,13475 Lake Front Drive,Earth City,MO,63045,US,314-567-9250,HYSMH28,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH28,Midwest,Truck Dealer
MH Equipment,,47137 Wetland Place Suite 300,Harrisburg,SD,57032,US,47137 Wetland Place Suite 300,Harrisburg,SD,57032,US,,HYSMH31,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH31,Midwest,Truck Dealer
MH Equipment,,106 Circle Freeway,Cincinnati,OH,45246,US,106 Circle Freeway,Cincinnati,OH,45246,US,513-681-2200,HYS-MHE1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-MHE1,Midwest,Truck Dealer
MH EQUIPMENT,,685 BLUEGRASS FARMS BLVD,Port Allen,LA,70767,US,685 BLUEGRASS FARMS BLVD,Port Allen,LA,70767,US,225-383-6117,HYSMHLA,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMHLA,Southern,Truck Dealer
MH Equipment - Illinois,,111 Carver Lane,East Peoria,IL,61611,US,111 Carver Lane,East Peoria,IL,61611,US,309-699-4024,HYSMH11,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH11,Midwest,Truck Dealer
MH Equipment - Illinois,,8140 N Harrison Street,Davenport,IA,52806,US,8140 N Harrison Street,Davenport,IA,52806,US,563-381-9989,HYS-MH12,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-MH12,Midwest,Truck Dealer
MH Equipment Ohio South,,3000 Production Court,Dayton,OH,45414,US,3000 Production Court,Dayton,OH,45414,US,937-890-6800,HYSMH25,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH25,Midwest,Truck Dealer
MH Equipment-Indianapolis,,5859 West Raymond Street,Indianapolis,IN,46241,US,5859 West Raymond Street,Indianapolis,IN,46241,US,317-240-6300,HYSMH20,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH20,Midwest,Truck Dealer
MH Equipment-Iowa,,1711 Second Avenue (50314) PO Box 797,Des Moines,IA,50314-0797,US,1711 Second Avenue (50314) PO Box 797,Des Moines,IA,50314-0797,US,515-288-0123,HYSMH1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH1,Midwest,Truck Dealer
MH Equipment-Kentuckiana,,3306 Gilmore Industrial Blvd.,Louisville,KY,40213,US,3306 Gilmore Industrial Blvd.,Louisville,KY,40213,US,502-962-6560,HYSMH16,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH16,Midwest,Truck Dealer
MH Equipment-NE-Omaha,,12112 Centennial Road Suite 3,La Vista,NE,68128,US,12112 Centennial Road Suite 3,La Vista,NE,68128,US,402-734-1260,HYSMH8,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSMH8,Midwest,Truck Dealer
MICHAEL BUETTNER - NSL-MB2,,2153 RIMROCK ROAD,MADISON,WI,53713,US,2153 RIMROCK ROAD,MADISON,WI,53713,US,,NSL-MB2,USD,C&I,OEM,No,dummy@tavant.com,,NSL-MB2,Midwest,
MID ATLANTIC INDUSTRIAL EQUP,,1231 WALLACE STREET,YORK,PA,17403,US,1231 WALLACE STREET,YORK,PA,17403,US,,410-MAIE,USD,C&I,Dealer,Active,dummy@tavant.com,,410-MAIE,Eastern,Truck Dealer
MID COLUMBIA FORKLIFT,,2605 COMMERCIAL AVE,PASCO,WA,99301,US,2605 COMMERCIAL AVE,PASCO,WA,99301,US,509-547-7413,MID-COL1,USD,C&I,Dealer,Active,dummy@tavant.com,,MID-COL1,Western,Truck Dealer
MIDSOUTH TOYOTA,,100 FERNCO DRIVE,NASHVILLE,TN,37207,US,100 FERNCO DRIVE,NASHVILLE,TN,37207,US,270-348-5411,TOY04,USD,C&I,Dealer,Active,dummy@tavant.com,,TOY04,Southern,Truck Dealer
MIDSOUTH TOYOTA,,2714 RUSSELVILLE ROAD,BOWLING GREEN,KY,42101,US,2714 RUSSELVILLE ROAD,BOWLING GREEN,KY,42101,US,270-348-5411,TOY08,USD,C&I,Dealer,Active,dummy@tavant.com,,TOY08,Midwest,Truck Dealer
"Miller Electric - Jamestown, MI",,2614 One Hundred Forty-Second,Jamestown,MI,49427,US,2614 One Hundred Forty-Second,Jamestown,MI,49427,US,,MILELE-1,USD,C&I,Customer,Active,dummy@tavant.com,,MILELE-1,Midwest,
"Miller Electric - Appleton, WI",,1200 S Perkins,Appleton,WI,54914,US,1200 S Perkins,Appleton,WI,54914,US,(920) 213-7499,MILELE-2,USD,C&I,Customer,Active,dummy@tavant.com,,MILELE-2,Midwest,
"Milwaukee Electric Tool - Olive Branch, MS",,85 WINGO ROAD,OLIVE BRANCH,MS,38654,US,85 WINGO ROAD,OLIVE BRANCH,MS,38654,US,,410-MET,USD,C&I,Customer,Active,dummy@tavant.com,,410-MET,Southern,
Momatt,,ConsultorÃ­a y logÃ­stica PD Nayarit 3401-B Nuevo laredo,Tamaulipas,TA,88260,MX,ConsultorÃ­a y logÃ­stica PD Nayarit 3401-B Nuevo laredo,Tamaulipas,TA,88260,MX,,MOMATT2,USD,C&I,Dealer,Active,dummy@tavant.com,,MOMATT2,Southern,Truck Dealer
