Name,AccountNumber,Account_ID__c,BillingCountry,BillingState,BillingCity,BillingPostalCode,BillingStreet,CurrencyIsoCode,Description,Industry,Phone,RecordTypeId,Site,TK_R12_Site_Number__c,Site_Status__c,Site_Name__c,TK_General_Comments__c,TK_R12_Account_Number__c,TKAMB2B_VAT__c,Website,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,RSUPPLY_Account_Site__c,TK_Party_Site_ID__c,RSUPPLY_OracleAccountNumber__c,Fax,TK_Parent_Poem_Code__c,TK_Poem_Code__c,TK_Region__c,TKSVC_Invoice_Print_Method__c
"BLT Transport, Inc",13411,001Ot000015wLKEIA2,US,WA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,387178,N/A,,TK - NA,Customer,,,,,,13411,,One Invoice All Claims
TK Commerce City CO,T1185,001Ot000015wLldIAE,US,CO,Commerce City,80022,4990 Monaco Street,USD,,,303-289-2291,0123i000000zaIgAAI,,,,THERMO KING OF DALLAS,,,,,TK - NA,Dealer,US-TX-DALLA-02,,1000069777,303-289-4334,,T1185,,
ATM Trucking Inc,9964,001Ot000015wLvEIAU,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,900080,NA,,TK - NA,Customer,,,,,,9964,,One Invoice All Claims
Delmarva Ice,9966,001Ot000015wLvFIAU,US,DE,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,900900,NA,,TK - NA,Customer,,,,,,9966,,One Invoice All Claims
TransDev - First Vehicle Services Vendor 633541,10060,001Ot000015wM1qIAE,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1162089,NA,,TK - NA,Customer,,,,,,10060,,One Invoice One Claim
Iowa Motor Truck dba Pete's Truck Shop,10062,001Ot000015wM1rIAE,US,IA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1164977,NA,,TK - NA,Customer,,,,,,10062,,One Invoice One Claim
"MMB Express, LLC",10063,001Ot000015wM1sIAE,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1165761,NA,,TK - NA,Customer,,,,,,10063,,One Invoice One Claim
EverGreen Truck Service LLC,10064,001Ot000015wM1tIAE,US,MS,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1163148,NA,,TK - NA,Customer,,,,,,10064,,One Invoice One Claim
TK Cen Cal Rentals,10065,001Ot000015wM1uIAE,US,CA,FRESNO,93725-1902,3247 E ANNADALE AVE,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,783191,,,,312573,NA,,TK - NA,Customer,,12258714,,,,10065,,One Invoice One Claim
ASL TRANSPORTATION GROUP,10068,001Ot000015wM1vIAE,US,NJ,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1173022,NA,,TK - NA,Customer,,,,,,10068,,One Invoice One Claim
Advance Relocation Systems,13030,001Ot000015wM25IAE,US,MD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312322,N/A,,TK - NA,Customer,,,,,,13030,,One Invoice All Claims
R&R Trucking,13037,001Ot000015wM26IAE,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312316,N/A,,TK - NA,Customer,,,,,,13037,,One Invoice All Claims
TK Services Inc (Safeway),13038,001Ot000015wM27IAE,US,CA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,"Manual Review - No Bill Backs, Dealer to bill those non-covered items direct.",70929,N/A,,TK - NA,Customer,,,,,,13038,,One Invoice All Claims
"Intermark Transport, Inc.",13047,001Ot000015wM28IAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313044,N/A,,TK - NA,Customer,,,,,,13047,,One Invoice All Claims
Berger Transfer & Storage,13049,001Ot000015wM29IAE,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312131,N/A,,TK - NA,Customer,,,,,,13049,,One Invoice One Claim
Gala Catering,13050,001Ot000015wM2AIAU,US,CA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313041,N/A,,TK - NA,Customer,,,,,,13050,,One Invoice All Claims
M&K Nationalease,13056,001Ot000015wM2BIAU,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312239,N/A,,TK - NA,Customer,,,,,,13056,,One Invoice All Claims
Dickinson Fleet Service (Nestle DSD),13057,001Ot000015wM2CIAU,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,313040,N/A,,TK - NA,Customer,,,,,,13057,,One Invoice One Claim
MPW Express LLC,13066,001Ot000015wM2DIAU,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312144,N/A,,TK - NA,Customer,,,,,,13066,,One Invoice All Claims
The Kroger Co,9982,001Ot000015wM6WIAU,US,OH,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,989180,NA,,TK - NA,Customer,,,,,,9982,,One Invoice All Claims
Cargo Runner Co,9983,001Ot000015wM6XIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,999000,N/A,,TK - NA,Customer,,,,,,9983,,One Invoice All Claims
Canadian Reefer LTD,9987,001Ot000015wM6YIAU,CA,ON,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1007860,NA,,TK - NA,Customer,,,,,,9987,,One Invoice One Claim
Bill Hancock,9988,001Ot000015wM6ZIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1011540,NA,,TK - NA,Customer,,,,,,9988,,One Invoice One Claim
William F Braun Milk Hauling,605,001Ot000015wMMfIAM,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312465,N/A,,TK - NA,Customer,,,,,,605,,One Invoice All Claims
"Fortrans, Inc.",6321,001Ot000015wMMgIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312787,N/A,,TK - NA,Customer,,,,,,6321,,One Invoice All Claims
Roberts Truck Center,12744,001Ot000015wMQHIA2,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312673,N/A,,TK - NA,Customer,,,,,,12744,,One Invoice All Claims
"Paschall Truck Lines, Inc.",12757,001Ot000015wMQIIA2,US,KY,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312487,N/A,,TK - NA,Customer,,,,,,12757,,One Invoice One Claim
"MBT Transport, Inc.",12765,001Ot000015wMQJIA2,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312486,N/A,,TK - NA,Customer,,,,,,12765,,One Invoice All Claims
Nickey Gregory,12783,001Ot000015wMQKIA2,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312559,N/A,,TK - NA,Customer,,,,,,12783,,One Invoice All Claims
PACCAR Leasing,12807,001Ot000015wMQLIA2,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312557,N/A,,TK - NA,Customer,,,,,,12807,,One Invoice All Claims
Kathava Trailer Leasing,12812,001Ot000015wMQMIA2,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312484,N/A,,TK - NA,Customer,,,,,,12812,,One Invoice All Claims
"Direct Services, Inc.",4473,001Ot000015wMUkIAM,US,VA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312847,N/A,,TK - NA,Customer,,,,,,4473,,One Invoice All Claims
Trans X Ltd,4547,001Ot000015wMUlIAM,CA,MB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312458,N/A,,TK - NA,Customer,,,,,,4547,,One Invoice One Claim
Gordon Food Service,463,001Ot000015wMUmIAM,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,133027,N/A,,TK - NA,Customer,,,,,,463,,PO Prefix
Dynamic Transit Co,4682,001Ot000015wMUnIAM,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312650,N/A,,TK - NA,Customer,,,,,,4682,,One Invoice All Claims
Marten Transport - Mondovi,479,001Ot000015wMUoIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312517,N/A,,TK - NA,Customer,,,,,,479,,One Invoice One Claim
Crete Carrier Corporation,487,001Ot000015wMUpIAM,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312321,N/A,,TK - NA,Customer,,,,,,487,,One Invoice One Claim
TransAm Trucking,4951,001Ot000015wMUqIAM,US,KS,OLATHE,66062-3800,15910 S HIGHWAY 169,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,783844,,,,312648,N/A,,TK - NA,Customer,,12259368,,,,4951,,One Invoice One Claim
TK Farmingdale NY - DO NOT USE,T0940,001Ot000015wMbBIAU,US,NY,Farmingdale,11735,309 Del Dr,USD,,,516-789-9006,0123i000000zaIgAAI,,,,THERMO KING OF LONG ISLAND,NO CLAIMS SHOULD BE PROCESSED FOR THIS DEALERSHIP,,,,TK - NA,Dealer,US-NY-FARMI-01,,1000037096,516-789-8987,,T0940,,
"Kenan Advantage Group, Inc. (KAG)",12977,001Ot000015wNaQIAU,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312728,N/A,,TK - NA,Customer,,,,,,12977,,One Invoice All Claims
"Bulk Carrier Services, Inc.",12998,001Ot000015wNaRIAU,US,NV,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312318,N/A,,TK - NA,Customer,,,,,,12998,,One Invoice All Claims
The Sygma Network - Landcaster CA,9991,001Ot000015wNfPIAU,US,CA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022622,NA,,TK - NA,Customer,,,,,,9991,,One Invoice One Claim
The Sygma Network - Dallas Ft. Worth TX,9992,001Ot000015wNfQIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022640,NA,,TK - NA,Customer,,,,,,9992,,One Invoice One Claim
The Sygma Network - Pryor OK,9993,001Ot000015wNfRIAU,US,OK,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022641,NA,,TK - NA,Customer,,,,,,9993,,One Invoice One Claim
The Sygma Network - Detroit MI,9994,001Ot000015wNfSIAU,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022623,NA,,TK - NA,Customer,,,,,,9994,,One Invoice One Claim
The Sygma Network - San Antonio TX,9995,001Ot000015wNfTIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022660,NA,,TK - NA,Customer,,,,,,9995,,One Invoice One Claim
The Sygma Network - Danville IL,9996,001Ot000015wNfUIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1022661,NA,,TK - NA,Customer,,,,,,9996,,One Invoice One Claim
4 Tracks Transportation,9998,001Ot000015wNfVIAU,CA,MB,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1014122,NA,,TK - NA,Customer,,,,,,9998,,One Invoice One Claim
"Birchwood Transport, Inc",11128,001Ot000015wOEqIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312214,N/A,,TK - NA,Customer,,,,,,11128,,One Invoice One Claim
Fortune Transportation,11152,001Ot000015wOErIAM,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312379,N/A,,TK - NA,Customer,,,,,,11152,,One Invoice All Claims
Janco Limited,11162,001Ot000015wOEsIAM,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312378,N/A,,TK - NA,Customer,,,,,,11162,,One Invoice All Claims
SCHNEIDER NATIONAL INC,11205,001Ot000015wOEtIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312375,N/A,,TK - NA,Customer,,,,,,11205,,One Invoice One Claim
"Quest Global, Inc.",11318,001Ot000015wOEuIAM,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312330,N/A,,TK - NA,Customer,,,,,,11318,,One Invoice All Claims
Coastal Pacific Xpress Inc (CPX),11329,001Ot000015wOEvIAM,CA,BC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312928,N/A,,TK - NA,Customer,,,,,,11329,,One Invoice One Claim
Element Fleet Management,11345,001Ot000015wOEwIAM,US,MD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312852,N/A,,TK - NA,Customer,,,,,,11345,,One Invoice All Claims
"RRR Transportation Company, Inc.",12215,001Ot000015wOExIAM,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312404,N/A,,TK - NA,Customer,,,,,,12215,,One Invoice One Claim
"Double J Transport, LLC",12227,001Ot000015wOEyIAM,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312209,N/A,,TK - NA,Customer,,,,,,12227,,One Invoice All Claims
Perdue Farms,685,001Ot000015wOTJIA2,US,MD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312459,N/A,,TK - NA,Customer,,,,,,685,,One Invoice All Claims
Sofo Foods of Ohio,6924,001Ot000015wOTKIA2,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312267,N/A,,TK - NA,Customer,,,,,,6924,,One Invoice One Claim
XTRA Lease,7,001Ot000015wOTLIA2,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312528,N/A,,TK - NA,Customer,,,,,,7,,One Invoice One Claim
Day & Ross Group,702,001Ot000015wOTMIA2,CA,NB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,63329,N/A,,TK - NA,Customer,,,,,,702,,One Invoice One Claim
"Heyl Truck Lines, Inc.",706,001Ot000015wOTNIA2,US,IA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312439,N/A,,TK - NA,Customer,,,,,,706,,One Invoice One Claim
"A&A Express, Inc.",7103,001Ot000015wOTOIA2,US,SD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312335,N/A,,TK - NA,Customer,,,,,,7103,,One Invoice All Claims
Armellini Express Lines Inc,7121,001Ot000015wOTPIA2,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,680704,N/A,,TK - NA,Customer,,,,,,7121,,One Invoice One Claim
"Conway Beam Leasing, Inc.",7181,001Ot000015wOTQIA2,US,NY,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,518494,N/A,,TK - NA,Customer,,,,,,7181,,One Invoice One Claim
Star Leasing - TK Midwest New Haven,10001,001Ot000015wDxiIAE,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,Dealer Owned GMP,312249,NA,,TK - NA,Customer,,,,,,10001,,One Invoice One Claim
"Capitol City Produce, Gulf Coast",10002,001Ot000015wDxjIAE,US,AL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1044296,NA,,TK - NA,Customer,,,,,,10002,,One Invoice One Claim
Truck Service Point (Unlimited Carrier),10003,001Ot000015wDxkIAE,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1050455,NA,,TK - NA,Customer,,,,,,10003,,One Invoice One Claim
Loblaw Companies LTD,10005,001Ot000015wDxlIAE,CA,ON,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,313023,NA,,TK - NA,Customer,,,,,,10005,,One Invoice One Claim
NAC Trucking Inc,10006,001Ot000015wDxmIAE,US,PA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1084845,N/A,,TK - NA,Customer,,,,,,10006,,One Invoice One Claim
"F.D. of GA, LLC",10007,001Ot000015wDxnIAE,US,GA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1088973,N/A,,TK - NA,Customer,,,,,,10007,,One Invoice One Claim
Fox & James Inc,10009,001Ot000015wDxoIAE,US,PA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1086526,NA,,TK - NA,Customer,,,,,,10009,,One Invoice One Claim
Atlantic Utility Trailer Sales Inc,4982,001Ot000015wDxvIAE,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312580,N/A,,TK - NA,Customer,,,,,,4982,,One Invoice All Claims
Meijer Logistics LLC,5108,001Ot000015wDxwIAE,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,ALL Claims REQUIRE Trailer Numbers,554334,N/A,,TK - NA,Customer,,,,,,5108,,One Invoice One Claim
Sample Transportation Company,511,001Ot000015wDxxIAE,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC511,N/A,,TK - NA,Customer,,,,,,511,,One Invoice One Claim
"Paradis, Inc.",5386,001Ot000015wDxyIAE,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312398,N/A,,TK - NA,Customer,,,,,,5386,,One Invoice All Claims
Homiak Transport Inc,5449,001Ot000015wDxzIAE,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,"Manual Review - Annual PMB, PMA ANYTIME twice annually. NO BILL BACKS",312647,N/A,,TK - NA,Customer,,,,,,5449,,One Invoice All Claims
"AM-Liner East, Inc.",5603,001Ot000015wDy0IAE,US,VA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312646,N/A,,TK - NA,Customer,,,,,,5603,,One Invoice One Claim
Kreilkamp Trucking,7345,001Ot000015wDy2IAE,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312337,N/A,,TK - NA,Customer,,,,,,7345,,One Invoice All Claims
Versacold Logistics,737,001Ot000015wDy3IAE,CA,BC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312845,N/A,,TK - NA,Customer,,,,,,737,,One Invoice One Claim
"Masterpiece Flower Company, LLC",7392,001Ot000015wDy4IAE,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312182,N/A,,TK - NA,Customer,,,,,,7392,,One Invoice One Claim
Raymond Corcoran Trucking Inc,7469,001Ot000015wDy5IAE,US,MT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312929,N/A,,TK - NA,Customer,,,,,,7469,,One Invoice All Claims
Bulk Carriers (PEI) Limited,7697,001Ot000015wDy6IAE,CA,PE,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312730,N/A,,TK - NA,Customer,,,,,,7697,,One Invoice One Claim
"Kraze Trucking, LLC",7942,001Ot000015wDy7IAE,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312908,N/A,,TK - NA,Customer,,,,,,7942,,One Invoice All Claims
Davis Express Inc,9951,001Ot000015wELqIAM,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,864780,NA,,TK - NA,Customer,,,,,,9951,,One Invoice One Claim
Eassons Transport Limited,9954,001Ot000015wELrIAM,CA,NS,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,869760,NA,,TK - NA,Customer,,,,,,9954,,One Invoice One Claim
Fox Freight Inc,9955,001Ot000015wELsIAM,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,637197,NA,,TK - NA,Customer,,,,,,9955,,One Invoice One Claim
Sparhawk Trucking Inc,9958,001Ot000015wELtIAM,US,WI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,881540,NA,,TK - NA,Customer,,,,,,9958,,One Invoice All Claims
Sky Express Inc,9959,001Ot000015wELuIAM,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,882640,NA,,TK - NA,Customer,,,,,,9959,,One Invoice One Claim
"LaGrange Warehouse & Distribution Center, Inc.(Vaughan)",12199,001Ot000015wEdpIAE,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312702,N/A,,TK - NA,Customer,,,,,,12199,,One Invoice One Claim
Kelley's Trucking,12216,001Ot000015wEdqIAE,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312343,N/A,,TK - NA,Customer,,,,,,12216,,One Invoice All Claims
Ben Sawatzky,12228,001Ot000015wEdrIAE,CA,MB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312883,N/A,,TK - NA,Customer,,,,,,12228,,One Invoice All Claims
Giltner Transportation Inc,12252,001Ot000015wEdsIAE,US,ID,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312801,N/A,,TK - NA,Customer,,,,,,12252,,One Invoice All Claims
DHT Leasing LLC (DannyHerman),12254,001Ot000015wEdtIAE,US,TN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312394,N/A,,TK - NA,Customer,,,,,,12254,,One Invoice All Claims
"Roadready Transfer Service, Inc.",12273,001Ot000015wEduIAE,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312349,N/A,,TK - NA,Customer,,,,,,12273,,One Invoice All Claims
Red Hog Express,12280,001Ot000015wEdvIAE,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312348,N/A,,TK - NA,Customer,,,,,,12280,,One Invoice All Claims
ABC Transportation Inc,12300,001Ot000015wEdwIAE,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312399,N/A,,TK - NA,Customer,,,,,,12300,,One Invoice One Claim
Dee King Trucking,9901,001Ot000015wEyUIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,519153,NA,,TK - NA,Customer,,,,,,9901,,One Invoice One Claim
Leavitt's Freight Service (Daeske),9902,001Ot000015wEyVIAU,US,OR,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9902,,One Invoice One Claim
Hornady Transportation (Daeske),9905,001Ot000015wEyWIAU,US,AL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9905,,One Invoice One Claim
Central Oregon Truck Co (Daeske),9906,001Ot000015wEyXIAU,US,OR,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9906,,One Invoice One Claim
TK North Haven CT,T1045,001Ot000015wFBmIAM,US,CT,North Haven,06473,126 Quinnipiac Avenue,USD,,,203-865-2026,0123i000000zaIgAAI,,,,"THERMO KING OF SO. CONNECTICUT,INC",,,,,TK - NA,Dealer,US-CT-NHHAV-01,,1000082228,203-865-2079,,T1045,,
PVS Transportation,10051,001Ot000015wFkwIAE,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1142310,N/A,,TK - NA,Customer,,,,,,10051,,One Invoice One Claim
Double F Logistics LLC,10052,001Ot000015wFkxIAE,US,LA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1142375,N/A,,TK - NA,Customer,,,,,,10052,,One Invoice One Claim
S&S Repair Inc - Boaty's,11596,001Ot000015wXbbIAE,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312936,N/A,,TK - NA,Customer,,,,,,11596,,One Invoice One Claim
"Bett-A-Way Beverage Distributors, Inc.",11615,001Ot000015wXbcIAE,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312431,N/A,,TK - NA,Customer,,,,,,11615,,One Invoice All Claims
"Miller Truck Leasing, Inc.",4955,001Ot000015wXehIAE,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,685661,N/A,,TK - NA,Customer,,,,,,4955,,One Invoice One Claim
Hutt Trucking Co Inc,554,001Ot000015wXeiIAE,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,353709,N/A,,TK - NA,Customer,,,,,,554,,One Invoice All Claims
Brakebush Transportation,5581,001Ot000015wXejIAE,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312336,N/A,,TK - NA,Customer,,,,,,5581,,One Invoice One Claim
Schulz Trans Services Inc,5591,001Ot000015wXekIAE,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312962,N/A,,TK - NA,Customer,,,,,,5591,,One Invoice All Claims
Dickinson Fleet - Non Nestle - Cox Automotive (CAI),9865,001Ot000015wY7hIAE,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,624315,NA,,TK - NA,Customer,,,,,,9865,,One Invoice One Claim
Nestle DSD - Direct Store Delivery,9866,001Ot000015wY7iIAE,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312999,NA,,TK - NA,Customer,,,,,,9866,,One Invoice One Claim
Schneider National TriPac (Schneider Finance),9868,001Ot000015wY7jIAE,US,WI,,,,USD,,Transport,,0123i000000zaIoAAI,,,,,,312375,0,,TK - NA,Customer,,,,,,9868,,One Invoice One Claim
SVC Test Contract,9870,001Ot000015wY7kIAE,US,MN,,,,USD,,Transport Temperature Control,,0123i000000zaIoAAI,,,,,,123456,N/A,,TK - NA,Customer,,,,,,9870,,One Invoice One Claim
Schuster Company,4380,001Ot000015wYCfIAM,US,IA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312641,N/A,,TK - NA,Customer,,,,,,4380,,One Invoice All Claims
Poling Transportation,4457,001Ot000015wYCgIAM,US,NE,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312690,N/A,,TK - NA,Customer,,,,,,4457,,One Invoice All Claims
